001025.50 Jx16S
001048.00 Jx16 
001056.50 Jx17 
001067.50 Jx15L
001138.00 JX17L
001148.00 Jx17 
001159.00 Jx17 
001178.50 Jx17 
001196.50 JX16L
001236.00  x14S
001247.50 JX16L
001276.00 Jx13S
001297.00 Jx17 
001357.00 JX16L
001367.50 JX17L
001378.00 JX18L
001575.50 JX15L
001635.00 Jx18L
001648.50 JX17L
001657.00 JX17L
001669.00 Jx20L
0016710.00Jx20L
001680.00   17 
001690.00   17L
001715.50 Jx16 
001726.00 JX16L
001780.00 J 18L
001829.00 Jx18 
001857.50 Jx18 
001915.00 Bx13 
001934.00 Bx13 
001945.50 Bx13 
001955.00 Jx15 
001964.50 Jx12 
001976.00 Jx12 
001994.00 Jx13 
002004.50 Bx12 
002019.50 Jx17 
002040.00   18 
002100.00   14S
002114.00 Jx13S
002144.50 Jx14L
002184.00 Jx15S
002218.50 Jx19L
002229.50 Jx19L
002239.00 Jx19L
0022410.00Jx19L
002257.00 Jx18L
002260.00   18L
002275.00 Jx16S
002294.50 Jx14S
002300.00  x17L
0023111.00Jx18L
002335.00 Bx13L
002344.50 Jx15L
002365.50 Bx14S
002375.50 Bx14L
002386.50 Jx17L
002400.00 Jx00L
002420.00   13S
002435.50 Jx17L
002450.00   16 
002460.00   15 
002483.50 Jx15L
002494.00 Jx15L
002518.00 Jx19L
002548.50 Jx20L
002580.00  x16L
002604.50 Bx12S
002619.50 Jx20L
0026210.50Jx20L
002634.00 Jx12 
002664.50 Jx14 
002673.50 Jx12S
002684.50 Jx12S
002693.50 JX15S
002706.50 Jx14S
002716.50 Jx14L
002725.00 Jx16L
002735.00 Jx31S
002764.00 Jx12S
002836.00 Jx17S
002878.50 JX18L
002887.00 Jx17S
002944.00 Jx13L
002990.00  x15L
003000.00   15L
003018.00 Jx15L
003036.00 Jx17L
003047.50 Jx16L
003107.50 Jx17S
003126.00 Jx17S
003137.50 Jx17L
003146.50 Jx16L
003156.50 Jx15S
003167.00 Jx16L
003176.00 Jx15S
003186.00 Jx16S
003197.00 Jx16S
003207.00 Jx16L
003217.00 Jx17L
003256.00 Jx14S
003266.00 Jx15L
003276.50 Jx15L
003297.00 Jx17L
003306.00 Jx15S
003325.00 Jx14S
003365.50 Jx15S
003374.00 Jx15S
003395.50 Jx16L
003405.50 Jx16S
003416.50 Jx16L
003423.50 Jx15S
003433.50 Jx15L
003445.50 Jx15L
003454.00 Jx15L
003506.50 Jx16S
003566.00 Jx15L
003677.50 Jx17L
003767.50 Jx17L
003778.50 Jx17L
004037.00 Jx15L
004048.00 Jx17L
004058.00 Jx17L
004069.00 Jx17L
004078.00 Jx18L
004089.50 Jx18L
004127.50 Jx17L
004138.50 Jx17L
004148.00 Jx17L
004196.00 Jx15S
004207.00 Jx16L
004217.00 Jx16S
004228.50 Jx17L
004247.50 Jx18L
004258.50 Jx18L
004277.50 Jx16L
004288.00 Jx16L
004306.50 Jx17S
004318.00 Jx18L
004328.50 Jx18L
004350.00   19L
004388.00 Jx18L
004407.00 Jx15S
004417.00 Jx15L
004427.00 Jx16L
004458.50 Jx18L
0044611.00Jx18L
004470.00 Jx19L
0044811.00Jx19L
004496.50 Jx18L
004507.00 Jx17L
004527.50 Jx19L
004556.50 Jx16S
004574.50 Jx15S
004606.00 JX17L
004636.50 Jx16S
004646.50 Jx16L
004676.50 Jx17L
004687.50 Jx18L
004697.00 Jx16S
004705.50 Jx15S
004715.50 Jx15L
004729.00 Jx21L
004796.00 Jx00L
004824.50  x14S
004848.00 Jx18S
004858.50 Jx18S
004860.00 Jx00S
004877.00 Jx00S
004886.50 Jx16L
004890.00   17S
004917.00 Jx17S
004927.00 Jx00L
004948.00 Jx16L
005005.25 Jx14S
005077.50 Jx18L
005089.00 Jx19L
005097.50 Jx16L
005116.00 Jx16L
005167.00 Jx16L
005177.50 Jx17L
005246.00 Jx06L
005318.50 Jx18L
005386.50 Jx16L
005395.50 Jx15S
005405.50 Jx15L
005415.50 Jx15S
005425.50 Jx15L
005438.50 Jx19L
005459.00 JX19L
0054610.50Jx18L
005486.00 Jx17S
005496.00 Jx17 
005547.00 0x15S
005554.57 Jx13S
005708.50 Jx17L
005718.50 Jx17L
005728.50 Jx18L
005738.50 Jx18L
005748.50 Jx18L
005759.50 Jx18L
005798.50 Jx17L
005808.00 Jx19L
0058111.00Jx19L
005878.50 Jx19L
005889.50 Jx19L
005907.50 JX18L
005917.00 Jx19L
005935.56 Jx14S
005947.00 Jx17L
005966.00 Jx16L
005988.00 Jx19L
005997.80 Jx17L
006017.50 Jx18L
006037.50 Jx17L
006047.50 Jx15 
006055.52 Jx14S
006060.00 Jx16S
006076.00 Jx15S
0060910.50Jx19L
006100.00   19 
006208.00 Jx20L
006210.00 Jx20L
006267.00 Jx17L
006290.00   20L
006307.00 Jx17L
006378.00 Jx17L
006480.00   17 
0065011.50Jx19L
006518.00 Jx17S
006528.00 Jx18L
006548.50 JX19L
006587.00 Jx17S
006607.00 Jx20L
006648.50 Jx19L
006659.50 Jx19L
006668.50 Jx18L
006698.50 Jx18L
0067012.00Jx19L
006729.50 Jx21L
006738.50 Jx16S
006747.50 Jx20L
006759.00 Jx21L
006769.00 Jx21L
006778.00 Jx18L
006839.00 JX18L
006857.00 Jx18L
006894.50  x14L
006956.50 Jx00S
006987.50 Jx20L
006990.00 Jx20L
007090.00  x18L
0071210.00JX20L
0071310.00Jx21L
0071710.00Jx20L
0072111.00Jx20L
007236.50 Jx16L
007246.50 Jx17L
007270.00 Jx17S
007318.00 Jx18L
007329.00 Jx18L
007339.50 Jx19L
007348.50 Jx19L
0073510.00Jx19L
007379.00 Jx19L
007408.50 Jx19L
007419.50 Jx19L
007428.50 Jx20L
007439.50 Jx20L
0074410.00Jx21L
007468.50 Jx18L
007479.50 Jx18L
007497.50 Jx17L
007637.00 Jx17L
007657.50 Jx17L
007688.50 Jx19L
007700.00  x15S
007719.50 Jx18L
007736.50 Jx17L
007778.00 Jx19L
007808.50 Jx20L
007846.00 Jx15S
007885.50 Jx16S
008007.50 Jx17L
008037.00 Jx16L
008047.50 Jx17L
008058.00 Jx17L
008206.50 Jx16L
008279.00 JX20L
0082911.00Jx20L
008306.75 Jx17S
008406.00 Bx15S
008418.00 Jx18L
008508.00 Jx18L
008519.00 Jx18L
008528.00 Jx19L
008539.00 Jx19L
008576.00 Jx16L
008616.50 Jx15S
008650.00  x19L
0087111.50Jx19L
008740.00  x20L
008758.50 Jx20L
008768.50 Jx17L
008837.00 Jx16L
008846.00 Jx16L
008868.00 Jx17L
008878.50 Jx18L
008888.50 Jx18L
008897.00 Jx16L
008918.00 Jx16L
008928.50 Jx17L
008948.50 Jx17L
008979.50 Jx20L
0089810.50Jx20L
009009.50 Jx20L
009018.50 Jx18L
009037.50 Jx17L
009048.50 Jx17L
009057.00 Jx16L
0090810.00Jx19L
009099.50 Jx20L
0091011.00Jx20L
009239.00 Jx19L
0092410.00Jx19L
009259.00 Jx18L
009288.00 Jx19 
009327.50 Jx18L
009369.00 Jx19L
009379.50 Jx19L
009389.00 Jx18L
009399.50 Jx18L
009407.00 Jx17L
009440.00  x14L
0094511.50Jx20L
009467.50 Jx19L
009478.50 Jx19L
009488.50 Jx20L
009499.50 Jx20L
009577.00 Jx18 
009587.00 Jx17L
009596.00 Jx16L
009607.50 Jx18L
009618.50 Jx18L
009659.50 Jx19L
009669.50 Jx19L
009676.50 Jx17L
009697.50 JX19L
009715.50 Jx15L
009756.50 Jx17L
009766.00 Jx15S
009777.50 Jx17S
009817.00 0017L
009827.00 0016L
009837.00 0016S
009866.50 Jx18 
0098711.00Jx19L
009888.50 Jx19L
009899.50 Jx19L
009958.50 Jx20L
009968.00 JX19L
010035.50 Jx16S
010066.50 Jx16L
010076.50 Jx17L
010087.00 Jx18L
010090.00 J 15 
010107.00 Jx17L
0101210.00Jx21L
010138.50 Jx19L
010169.50 Jx18L
010238.00 Jx17L
0102511.50Jx19L
010266.50 Jx17L
010277.00 Jx17L
010280.00  x14S
010330.00  x13S
010348.00 Jx18L
010359.00 Jx18L
010368.50 Jx18L
010378.50 Jx18L
010380.00   21L
010398.50 JX20L
010468.50 Jx17L
010497.50 Jx18L
